,id,sentence,price,quality,environment,service,other
408,112,i took this plate like this ,,,,,
409,112,i left this plate like this ,,,,,
410,113,they serve you wine in plastic glasses ,,,,Negative,
411,113,staff is very rude and unprofessional and they literally force you to pay exorbitant tips at the end ,,,,Negative,
412,113,was a loyal customer earlier  never coming back here ever again ,,,,,Negative
413,113,try 10d or the lal street instead  in the same building  ,,,,,
414,114,my friend and i visited this place on the 13th of january around 1920 hrs and ordered your strong ale  we believe that the beer was coughed into and we both fell severly sick with a scratchy throat and dry cough ,,Negative,,,
415,114,i dont know why dont your employees wear a mask when on duty because i do not think i will ever return to you guys and this was my second trip to you and the second trip made me fall sick ,,,,Negative,
416,114,i will spread it like wild fire for others before they fall sick  i can understand only one person falling sick but both falling sick with the same symptoms after consuming the strong ale beer then there is something definiately wrong and i am certain that the beer we were served was unhygienic or was contaminated beacsue on my visit on the 8th of jan i never fell sick with the strong ale it was on the 13th that my friend and i fell sick  ,,Negative,,,
417,114,second  ever heard of loose tobacco cigarettes ,,,,,
418,114,your staff would stand on my head to make sure i am not smoking pot and are you serious  ,,,,Negative,
419,114,i use fresh tobacco like american spirit and roll my cigarettes and never expected this kind of survelance upon rolling a cigarette and taking my loose tobacco original pouch packing to smell that it is not pot  i feel humilated ,,,,Negative,
420,114,train your staff on hygiene and educate them ,,,,Negative,
421,114,ps  my first visit was on the 8th jan and just fyi across the globe beer sampling is not chargable hence they are called samples ,,,,,
422,115,domino s doesn t live up to the standards any more ,,,,,Negative
423,115,i ordered a pizza and it was late with a delivery time of 1hour with a promised delivery of 30 mins ,,,,Negative,
424,115,once i got the pizza it was smashed  ,,Negative,,,
425,115,when asked for a refund they said they will give me  domino s  credits ,,,,Negative,
426,115,however i didn t get the credits as well ,,,,Negative,
427,115,also i don t want domino s credits ,,,,,
428,115,i want my money back ,,,,,
429,115,i will never order from dominos again and would advise that they shut down at least this store since they are not able to live up to the standards ,,,,,Negative
430,115,attached images of the smashed pizza ,,,,,
431,116,taste less food not well perpred   egg shell had mixed in food so please check once while preparing and quality is also not nice  this is the reason,,Negative,,,
432,117,packing is good  but we have paid for it   salan   over spicey ,Negative,,,Positive,
433,117,briyani rice is good   over masala and very less pieces of chicken    not happy,,Negative,,,
434,118,bad food egg was smashed,,Negative,,,
435,119,recently had chicken biryani and natukodi vepud     ,,,,,
436,119,it s horrible experience     food was ok ok    m but coming to hygiene level it was totally disappointed      table was not at clear asked the two times for clean plate         ,,Positive,Negative,Negative,
437,120,the quantity given was less than a plate ,,,,Negative,
438,120,it was not worth the price at all ,Negative,,,,
439,121,a very bad experience ,,,,,Negative
440,121,i went here with my team  but the staff made sure that we had the worst experience ,,,,,Negative
441,121,the food was cold  served very late ,,Negative,,Negative,
442,121,drinks were of bad quality ,,Negative,,,
443,121,staff behavior was also very bad ,,,,Negative,
444,122,food is pathetic ,,Negative,,,
445,122,i was not able to eat it was too spicy n salty ,,Negative,,,
446,122,i ordered kadai chicken but received only 1 piece of chicken very bad experience ,,,,Negative,
447,122,naan was totally black in color ,,Negative,,,
448,123,kinda of disappointed with the food ,,Negative,,,
449,123,everything is either drenched in oil or tastes old ,,Negative,,,
450,123,ambience is quiet ,,,Neutral,,
451,123,butter garlic prawn is good though  dishes tried  butter garlic prawn roasted lamb crab on toast,,Positive,,,
452,124,poor quality and quantity and food is not nice and packing is not nice and food is not taste full and feeling sad why i ordered this food from this restaurant,,Negative,,Negative,
453,125,i found a small wooden stick in the tofu keema wrap i ordered from eat fit ,,Negative,,,
454,125,apparently  not so hygenic and healthy as they claim themselves to be ,,Negative,,,
455,126,very bad services  i booked table in advance with zomato gold   after taking first order  they did not turned up to table to take main course order or to serve water or to clean up table ,,,,Negative,
456,126,one should not come with family here ,,,,,Negative
457,127,no salt in food,,Negative,,,
458,128,non veg pizza served in place of veg order,,,,Negative,
459,129,i ordered punjabi chicken and my experience was horrible ,,,,,
460,129,such a costly thing of rs 300 and such less quantity that hardly one person can eat ,Negative,,,,
461,129,the food too was not fresh and was stale and was smelling ,,Negative,,,
462,129,had to throw it away and neither zomato nor these ppl lsitened to any queries ,,Negative,,Negative,
463,129,i wud suggest not to order from here as u can easily get at this price from good restaurants,,,,,Negative
464,130,was visiting my in laws for the first time ,,,,,
465,130,to celebrate the occasion we came here after more than hour long drive ,,,,,
466,130,and oh boy  did this place disappoint  ,,,,,
467,130,not only did they lack the basic services like serving papad and water in the beginning  they made blunders like serving long island ice tea to a pregnant woman instead of the lemon ice tea that she ordered ,,,,Negative,
468,130,we were a group of 11 people and were seated in a private room ,,,,,
469,130,we had to keep going out of the room to call the waiters only to be responded with an arrogant attitude  especially by the restaurant manager parmeshwar from lucknow ,,,,Negative,
470,130,each order took a long time to come and was served cold ,,Negative,,Negative,
471,130,and when i say served  i don t mean served by them ,,,,Negative,
472,130,oh no  the waiters simply kept all the dishes on one side of the table and left it to us to serve ourselves ,,,,Negative,
473,130,despite of this  on lack of better judgment  we made a horrible mistake of ordering the dessert which we just left after a bite because it was that bad ,,Negative,,,
474,130,needless to say  our night was ruined and to end it all  just when we thought it can t get any worse  they over billed us ,Negative,,,,
475,130,we spent 20 mins to get it corrected ,,,,Negative,
476,130,the icing on the cake was  the charged us for the long island ice tea as well    ,,,,,
477,130,please avoid this place at all costs ,,,,,Negative
478,130,and you ll be saving a lot ,,,,,
479,130,  you ll also save yourselves from mosquito bites because they ll refuse to provide you with a mosquito repellent when you ask for it ,,,,Negative,
480,130,p  s  if you re a cheese enthusiast  please don t make the same mistake of ordering the cheese platter as we did ,,Negative,,,
481,130,for  600  they served us stale cheese with few almonds  crackers and 2 apricots ,,Negative,,,
482,130,whoever originally came up with this dish  must have shifted somewhere n his her grave when these people had the audacity to serve something like this to us ,,Negative,,,
483,131,my order was delayed and not even delivered i went to dominos to collect it   this was pathetic experience for the first time with dominos  ,,,,Negative,
484,132,worst service ,,,,Negative,
485,132,worst staff ,,,,Negative,
486,132,worst food ,,Negative,,,
487,132,waste of every penny i spent here ,,,,,Negative
488,132,they didn t even apologise for the mistake they have done while billing ,,,,Negative,
489,133,i didn t get any gravey item sherva   how can we eat without gravey don t you have sense to send without sherva along without biryani   ,,,,Negative,
490,134,worst service    i dont know y they have such a stupid attitude towards customers  they r not ready to accept the mistakes they do food taste is also below average    not again to gachibowli pistha house   ,,Negative,,Negative,
