,sentence,price,quality,environment,service,other
402,they serve you wine in plastic glasses ,0,0,0,1,0
403,staff is very rude and unprofessional and they literally force you to pay exorbitant tips at the end ,0,0,0,1,0
404,was a loyal customer earlier  never coming back here ever again ,0,0,0,0,1
405,try 10d or the lal street instead  in the same building  ,0,0,0,0,0
406,my friend and i visited this place on the 13th of january around 1920 hrs and ordered your strong ale  we believe that the beer was coughed into and we both fell severly sick with a scratchy throat and dry cough ,0,1,0,0,0
407,i dont know why dont your employees wear a mask when on duty because i do not think i will ever return to you guys and this was my second trip to you and the second trip made me fall sick ,0,0,0,1,0
408,i will spread it like wild fire for others before they fall sick  i can understand only one person falling sick but both falling sick with the same symptoms after consuming the strong ale beer then there is something definiately wrong and i am certain that the beer we were served was unhygienic or was contaminated beacsue on my visit on the 8th of jan i never fell sick with the strong ale it was on the 13th that my friend and i fell sick  ,0,1,0,0,0
409,second  ever heard of loose tobacco cigarettes ,0,0,0,0,0
410,your staff would stand on my head to make sure i am not smoking pot and are you serious  ,0,0,0,1,0
411,i use fresh tobacco like american spirit and roll my cigarettes and never expected this kind of survelance upon rolling a cigarette and taking my loose tobacco original pouch packing to smell that it is not pot  i feel humilated ,0,0,0,1,0
412,train your staff on hygiene and educate them ,0,0,0,1,0
413,ps  my first visit was on the 8th jan and just fyi across the globe beer sampling is not chargable hence they are called samples ,0,0,0,0,0
414,domino s doesn t live up to the standards any more ,0,0,0,0,1
415,i ordered a pizza and it was late with a delivery time of 1hour with a promised delivery of 30 mins ,0,0,0,1,0
416,once i got the pizza it was smashed  ,0,1,0,0,0
417,when asked for a refund they said they will give me  domino s  credits ,0,0,0,1,0
418,however i didn t get the credits as well ,0,0,0,1,0
419,also i don t want domino s credits ,0,0,0,0,0
420,i want my money back ,0,0,0,0,0
421,i will never order from dominos again and would advise that they shut down at least this store since they are not able to live up to the standards ,0,0,0,0,1
422,attached images of the smashed pizza ,0,0,0,0,0
423,taste less food not well perpred   egg shell had mixed in food so please check once while preparing and quality is also not nice  this is the reason,0,1,0,0,0
424,packing is good  but we have paid for it   salan   over spicey ,1,0,0,1,0
425,briyani rice is good   over masala and very less pieces of chicken    not happy,0,1,0,0,0
426,bad food egg was smashed,0,1,0,0,0
427,recently had chicken biryani and natukodi vepud     ,0,0,0,0,0
428,it s horrible experience     food was ok ok    m but coming to hygiene level it was totally disappointed      table was not at clear asked the two times for clean plate         ,0,1,1,1,0
429,the quantity given was less than a plate ,0,0,0,1,0
430,it was not worth the price at all ,1,0,0,0,0
431,a very bad experience ,0,0,0,0,1
432,i went here with my team  but the staff made sure that we had the worst experience ,0,0,0,0,1
433,the food was cold  served very late ,0,1,0,1,0
434,drinks were of bad quality ,0,1,0,0,0
435,staff behavior was also very bad ,0,0,0,1,0
436,food is pathetic ,0,1,0,0,0
437,i was not able to eat it was too spicy n salty ,0,1,0,0,0
438,i ordered kadai chicken but received only 1 piece of chicken very bad experience ,0,0,0,1,0
439,naan was totally black in color ,0,1,0,0,0
440,kinda of disappointed with the food ,0,1,0,0,0
441,everything is either drenched in oil or tastes old ,0,1,0,0,0
442,ambience is quiet ,0,0,1,0,0
443,butter garlic prawn is good though  dishes tried  butter garlic prawn roasted lamb crab on toast,0,1,0,0,0
444,poor quality and quantity and food is not nice and packing is not nice and food is not taste full and feeling sad why i ordered this food from this restaurant,0,1,0,1,0
445,i found a small wooden stick in the tofu keema wrap i ordered from eat fit ,0,1,0,0,0
446,apparently  not so hygenic and healthy as they claim themselves to be ,0,1,0,0,0
447,very bad services  i booked table in advance with zomato gold   after taking first order  they did not turned up to table to take main course order or to serve water or to clean up table ,0,0,0,1,0
448,one should not come with family here ,0,0,0,0,1
449,no salt in food,0,1,0,0,0
450,non veg pizza served in place of veg order,0,0,0,1,0
451,i ordered punjabi chicken and my experience was horrible ,0,0,0,0,0
452,such a costly thing of rs 300 and such less quantity that hardly one person can eat ,1,1,0,0,0
453,the food too was not fresh and was stale and was smelling ,0,1,0,0,0
454,had to throw it away and neither zomato nor these ppl lsitened to any queries ,0,1,0,1,0
455,i wud suggest not to order from here as u can easily get at this price from good restaurants,0,0,0,0,1
456,was visiting my in laws for the first time ,0,0,0,0,0
457,to celebrate the occasion we came here after more than hour long drive ,0,0,0,0,0
458,and oh boy  did this place disappoint  ,0,0,0,0,0
459,not only did they lack the basic services like serving papad and water in the beginning  they made blunders like serving long island ice tea to a pregnant woman instead of the lemon ice tea that she ordered ,0,0,0,1,0
460,we were a group of 11 people and were seated in a private room ,0,0,0,0,0
461,we had to keep going out of the room to call the waiters only to be responded with an arrogant attitude  especially by the restaurant manager parmeshwar from lucknow ,0,0,0,1,0
462,each order took a long time to come and was served cold ,0,1,0,1,0
463,and when i say served  i don t mean served by them ,0,0,0,1,0
464,oh no  the waiters simply kept all the dishes on one side of the table and left it to us to serve ourselves ,0,0,0,1,0
465,despite of this  on lack of better judgment  we made a horrible mistake of ordering the dessert which we just left after a bite because it was that bad ,0,1,0,0,0
466,needless to say  our night was ruined and to end it all  just when we thought it can t get any worse  they over billed us ,1,0,0,0,0
467,we spent 20 mins to get it corrected ,0,0,0,1,0
468,the icing on the cake was  the charged us for the long island ice tea as well    ,0,0,0,0,0
469,please avoid this place at all costs ,0,0,0,0,1
470,and you ll be saving a lot ,0,0,0,0,0
471,  you ll also save yourselves from mosquito bites because they ll refuse to provide you with a mosquito repellent when you ask for it ,0,0,0,1,0
472,p  s  if you re a cheese enthusiast  please don t make the same mistake of ordering the cheese platter as we did ,0,1,0,0,0
473,for  600  they served us stale cheese with few almonds  crackers and 2 apricots ,0,1,0,0,0
474,whoever originally came up with this dish  must have shifted somewhere n his her grave when these people had the audacity to serve something like this to us ,0,1,0,0,0
475,my order was delayed and not even delivered i went to dominos to collect it   this was pathetic experience for the first time with dominos  ,0,0,0,1,0
476,worst service ,0,0,0,1,0
477,worst staff ,0,0,0,1,0
478,worst food ,0,1,0,0,0
479,waste of every penny i spent here ,0,0,0,0,1
480,they didn t even apologise for the mistake they have done while billing ,0,0,0,1,0
481,i didn t get any gravey item sherva   how can we eat without gravey don t you have sense to send without sherva along without biryani   ,0,0,0,1,0
482,worst service    i dont know y they have such a stupid attitude towards customers  they r not ready to accept the mistakes they do food taste is also below average    not again to gachibowli pistha house   ,0,1,0,1,0
483,the delivery executive s behavior was very very bad ,0,0,0,1,0
484,don t ever send a person like this again ,0,0,0,1,0
485,more than that he delayed my order also,0,0,0,1,0
486,the ordered veg biryani was without vegetables  i don t understand how this is called a veg biryani  the quantity is good matching to the cost ,1,1,0,1,0
487,worst quality and in veg biryani there is no any vegetables and i never order in shree santosh daba waste restaurant and packing also very nirmal like road side packing,0,1,0,1,0
488,the service is not good ,0,0,0,1,0
489,the plates are not cleanly washed ,0,0,0,1,0
490,they are not serving properly ,0,0,0,1,0
491,look at the picture how worst the spoon and bowl ,0,0,0,1,0
492,pitchers and towers are not available but they are present in the menu we have ordered chicken wings they are not hot and even chicken is smelling foul and is not fresh highly dissapointed dont know what management is doing,0,1,0,0,0
493,had the worst service of my life ,0,0,0,1,0
494,had to wait for more than 2 hours for the main course ,0,0,0,1,0
495,it was later told that there was some problem with the kitchen ,0,0,0,0,0
496,they later served food when we were standing outside and waiting for the bill ,0,0,0,1,0
497,this could be a one off problem  but i expected better communication from the staff  so that we could have made alternate plans instead of waiting endlessly for 2 hours when they kept telling us that food will come in the next 5 10mins ,0,0,0,1,0
498,you ppl always miss the curd and raita and lemons on biriyani order form this application please provide all the things along with food ,0,0,0,0,0
499,ambience  na service  na food  2 5 ordered paya shorba ,0,0,0,0,0
500,recieved soup without paya and it tasted bitter after having 3 spoons of soup ,0,1,0,0,0
501,same experience twice at different places ,0,0,0,0,0
502,worst biryani i ever had    kickout these blady biryani from hyderabad      spoiled the taste and stinking smell from the rice   lokks like they served last night biryani  ,0,1,0,0,0
503,i have throwed biryani on,0,0,0,0,0
504,i ordered lucknowi veg galouti kebab and paratha through zomato but the quality of the kebab needs some serious improvement and were very oily too ,0,1,0,0,0
505,we had a team party of around 40 people and the service over there was pathetic ,0,0,0,1,0
506,we took buffet for all  but for each starter they where taking atleast 45 minutes when asked the waiter s they use to tell will get in 2minutes which never comes  because of which we had to directly jump to main course and leave the place ,0,0,0,1,0
507,food   1 5 ambience   3 5 5 service   0 5,0,0,0,0,0
508,dont get fooled by seeing their advertisements  where they show lavish south indian thali served on banana leaf ,0,0,0,1,0
